Date,adj close,sma_t,ema_t,mom_t,stk_t,std_t,rsi_t,macd_t,wr_t,vr_t,cci_t
1988-08-10,0.092048,1,0,0,0,0,0,0,1,0,0
1988-08-11,0.095071,0,0,1,1,0,1,0,0,1,1
1988-08-12,0.093422,0,0,0,0,0,0,0,1,0,1
1988-08-15,0.095719,0,0,0,0,0,0,0,1,0,0
1988-08-16,0.09862,0,0,1,1,0,1,0,0,1,1
1988-08-17,0.09746,0,0,0,1,0,0,0,1,0,1
1988-08-18,0.09862,0,0,1,1,1,1,1,0,1,1
1988-08-19,0.094559,0,0,0,0,0,0,0,1,0,0
1988-08-22,0.092239,0,0,1,0,0,0,0,1,0,1
1988-08-23,0.091659,0,0,1,0,0,0,0,0,1,1
1988-08-24,0.094559,0,0,1,1,0,1,0,0,1,1
1988-08-25,0.093109,0,0,0,0,0,0,0,1,0,0
1988-08-26,0.093399,0,0,1,1,1,1,0,0,1,1
1988-08-29,0.094849,0,0,1,1,1,1,1,0,1,1
1988-08-30,0.094849,0,0,0,1,1,0,1,0,0,0
1988-08-31,0.092529,0,1,0,0,1,0,0,1,0,0
1988-09-01,0.09020800000000001,0,0,0,0,0,0,0,1,0,1
1988-09-02,0.092239,0,0,1,1,1,1,1,0,1,1
1988-09-06,0.09020800000000001,0,0,0,0,0,0,0,1,1,0
1988-09-07,0.088758,0,0,1,0,0,0,0,0,0,0
1988-09-08,0.089918,0,0,1,1,0,1,0,0,1,1
1988-09-09,0.093979,0,0,1,1,1,1,1,0,1,1
1988-09-12,0.095139,1,1,0,1,1,1,1,1,1,1
1988-09-13,0.095139,0,1,0,1,1,0,1,0,0,0
1988-09-14,0.09746,1,1,1,1,1,1,1,0,1,0
1988-09-15,0.09659,1,1,0,1,1,0,1,1,1,0
1988-09-16,0.09804,1,1,1,1,1,1,1,0,1,0
1988-09-19,0.09688,1,1,0,1,1,0,1,1,0,0
1988-09-20,0.0963,1,1,1,0,1,0,1,1,1,0
1988-09-21,0.0992,1,1,1,1,1,1,1,0,1,1
1988-09-22,0.102101,1,1,0,1,1,1,1,0,0,0
1988-09-23,0.101521,1,1,0,0,1,0,1,1,0,0
1988-09-26,0.0992,1,1,0,0,0,0,1,1,0,0
1988-09-27,0.10065,1,1,1,0,0,1,1,0,1,0
1988-09-28,0.10094,1,1,0,1,0,1,1,0,0,1
1988-09-29,0.102101,1,1,1,1,1,1,1,0,1,1
1988-09-30,0.10036,1,1,0,0,0,0,0,1,0,0
1988-10-03,0.09862,1,1,0,0,0,0,0,1,1,0
1988-10-04,0.0963,1,0,0,0,0,0,0,1,1,1
1988-10-05,0.094849,0,0,1,0,0,0,0,1,0,1
1988-10-06,0.092239,0,0,0,0,0,0,0,0,0,1
1988-10-07,0.092239,0,0,1,0,0,0,0,0,1,1
1988-10-10,0.089338,0,0,0,0,0,0,0,1,0,1
1988-10-11,0.090498,0,0,1,1,0,1,0,0,1,1
1988-10-12,0.089918,0,0,0,0,0,0,0,1,0,1
1988-10-13,0.090498,0,0,1,1,0,1,0,0,1,1
1988-10-14,0.089918,0,0,0,1,0,0,0,1,0,0
1988-10-17,0.089338,0,0,0,1,0,0,0,1,0,0
1988-10-18,0.091369,0,0,1,1,1,1,1,0,1,1
1988-10-19,0.092819,0,1,0,1,1,1,1,0,1,0
1988-10-20,0.0963,0,1,1,1,1,1,1,0,1,0
1988-10-21,0.095139,1,1,0,1,1,0,1,1,0,0
1988-10-24,0.092819,1,1,0,0,1,0,1,1,1,0
1988-10-25,0.092529,1,1,1,0,1,0,1,1,0,0
1988-10-26,0.09107799999999999,1,0,0,0,0,0,0,1,0,0
1988-10-27,0.090498,1,0,1,0,0,0,0,1,0,0
1988-10-28,0.089338,0,0,0,0,0,0,0,1,1,0
1988-10-31,0.089628,1,0,1,0,0,1,0,0,1,0
1988-11-01,0.08817799999999999,0,0,0,0,0,0,0,1,0,1
1988-11-02,0.086438,0,0,0,0,0,0,0,1,0,0
1988-11-03,0.086147,0,0,1,0,0,0,0,1,0,1
1988-11-04,0.087598,0,0,1,1,0,1,0,0,1,1
1988-11-07,0.087018,0,0,0,1,0,0,0,1,0,1
1988-11-08,0.089338,0,0,1,1,1,1,1,0,1,1
1988-11-09,0.09107799999999999,0,1,0,1,1,1,1,0,1,1
1988-11-10,0.091659,1,1,0,1,1,1,1,0,1,1
1988-11-11,0.089338,0,1,0,0,1,0,1,1,0,0
1988-11-14,0.09020800000000001,0,1,1,1,1,1,1,0,0,0
1988-11-15,0.090498,1,1,0,1,1,1,1,0,1,1
1988-11-16,0.08817799999999999,1,1,0,0,0,0,0,1,1,0
1988-11-17,0.088758,1,0,1,0,0,1,1,0,1,0
1988-11-18,0.08817799999999999,1,0,0,0,0,0,0,1,0,0
1988-11-21,0.091748,1,0,0,0,0,0,0,1,0,1
1988-11-22,0.090495,0,0,1,0,0,0,0,1,0,1
1988-11-23,0.092374,0,0,1,1,0,1,0,0,0,1
1988-11-25,0.091434,0,0,0,0,0,0,0,1,0,1
1988-11-28,0.091434,0,0,1,0,0,0,0,0,1,1
1988-11-29,0.092061,0,0,1,1,0,1,1,0,1,1
1988-11-30,0.094253,0,0,1,1,1,1,1,0,1,1
1988-12-01,0.097071,0,1,1,1,1,1,1,0,1,1
1988-12-02,0.09832300000000001,1,1,0,1,1,1,1,1,1,1
1988-12-05,0.09895,1,1,0,1,1,1,1,0,1,0
1988-12-06,0.09895,1,1,0,1,1,0,1,0,1,0
1988-12-07,0.098636,1,1,0,1,1,0,1,1,1,0
1988-12-08,0.09801,1,1,0,0,1,0,1,1,0,0
1988-12-09,0.09801,1,1,1,0,1,0,1,0,1,0
1988-12-12,0.096445,1,1,0,0,0,0,0,1,0,0
1988-12-13,0.097071,1,0,1,0,0,1,1,1,1,0
1988-12-14,0.099576,1,0,1,1,1,1,1,0,1,1
1988-12-15,0.09895,1,1,0,0,0,0,1,1,0,1
1988-12-16,0.100515,1,1,1,1,1,1,1,0,0,0
1988-12-19,0.10208099999999999,1,1,0,1,1,1,1,0,1,0
1988-12-20,0.10270699999999999,1,1,0,1,1,1,1,1,1,0
1988-12-21,0.10458599999999998,1,1,1,1,1,1,1,0,1,0
1988-12-22,0.10270699999999999,1,1,0,0,1,0,1,1,0,0
1988-12-23,0.10302,1,1,1,0,1,1,1,0,1,0
1988-12-27,0.10145499999999999,1,1,0,0,0,0,0,1,1,0
1988-12-28,0.100828,1,1,1,0,0,0,0,1,0,0
1988-12-29,0.10145499999999999,1,0,1,0,0,1,0,1,0,1
1988-12-30,0.100828,1,1,0,0,0,0,0,1,1,0
1989-01-03,0.101141,1,0,1,0,0,1,0,1,0,0
1989-01-04,0.10521199999999999,1,1,1,1,1,1,1,0,1,1
1989-01-05,0.10583800000000002,1,1,0,1,1,1,1,1,1,0
1989-01-06,0.106778,1,1,1,1,1,1,1,0,0,0
1989-01-09,0.10771700000000001,1,1,0,1,1,0,1,0,1,0
1989-01-10,0.106778,1,1,0,1,1,0,1,1,0,0
1989-01-11,0.105525,1,1,0,0,1,0,0,1,0,0
1989-01-12,0.107091,1,1,1,1,1,1,1,0,1,1
1989-01-13,0.10834400000000001,1,1,0,1,1,1,1,0,1,1
1989-01-16,0.109596,1,1,0,1,1,0,1,0,1,1
1989-01-17,0.101141,1,1,0,0,0,0,0,1,0,0
1989-01-18,0.099576,0,0,1,0,0,0,0,1,0,1
1989-01-19,0.10145499999999999,0,0,1,0,0,1,0,0,0,1
1989-01-20,0.10270699999999999,0,0,0,0,0,1,0,0,0,1
1989-01-23,0.10270699999999999,0,0,0,0,0,1,0,0,0,1
1989-01-24,0.104273,0,0,1,1,0,1,1,0,1,1
1989-01-25,0.10396,0,1,0,1,0,0,0,1,1,1
1989-01-26,0.10458599999999998,0,0,1,1,1,1,1,0,1,1
1989-01-27,0.094253,0,0,0,0,0,0,0,1,0,1
1989-01-30,0.093626,0,0,1,0,0,0,0,1,0,1
1989-01-31,0.094566,0,0,1,0,0,1,0,0,1,1
1989-02-01,0.09832300000000001,0,0,1,1,1,1,0,0,1,1
1989-02-02,0.099576,0,1,0,1,1,1,1,0,1,1
1989-02-03,0.09832300000000001,0,1,0,1,1,0,0,1,0,0
1989-02-06,0.096445,0,1,0,0,1,0,0,1,0,0
1989-02-07,0.097697,0,0,1,1,1,1,0,0,0,1
1989-02-08,0.095818,0,0,0,1,1,0,0,1,0,0
1989-02-09,0.095818,0,0,1,0,1,0,0,0,0,1
1989-02-10,0.093313,0,0,0,0,0,0,0,1,1,0
1989-02-13,0.092687,0,0,1,0,0,0,0,1,1,0
1989-02-14,0.089556,0,0,0,0,0,0,0,0,0,1
1989-02-15,0.090808,0,0,1,0,0,1,0,0,0,1
1989-02-16,0.09112100000000001,0,0,0,1,0,1,0,0,0,1
1989-02-17,0.099738,0,0,1,1,1,1,1,0,1,1
1989-02-21,0.101774,0,0,1,1,1,1,1,0,1,1
1989-02-22,0.099738,0,1,0,1,1,0,1,1,0,0
1989-02-23,0.099738,0,0,1,1,1,0,1,0,1,0
1989-02-24,0.097703,0,0,0,0,1,0,0,1,0,0
1989-02-27,0.09906000000000001,0,0,1,1,1,1,1,0,1,0
1989-02-28,0.098381,0,0,0,0,1,0,1,1,1,1
1989-03-01,0.097703,0,0,0,0,0,0,1,1,1,0
1989-03-02,0.094989,0,0,0,0,0,0,0,1,0,1
1989-03-03,0.09431,0,0,1,0,0,0,0,0,0,1
1989-03-06,0.096346,0,0,1,1,1,1,1,0,1,1
1989-03-07,0.097024,0,0,0,1,1,1,1,0,1,1
1989-03-08,0.095667,0,0,0,1,1,0,1,1,1,1
1989-03-09,0.093632,0,0,0,0,0,0,0,1,0,0
1989-03-10,0.094989,0,0,1,1,0,1,1,0,1,0
1989-03-13,0.094989,0,0,0,1,1,0,1,0,0,1
1989-03-14,0.095667,0,0,1,1,1,1,1,0,1,1
1989-03-15,0.094989,0,0,0,1,1,0,1,1,1,0
1989-03-16,0.095667,0,0,1,1,1,1,1,0,1,1
1989-03-17,0.094649,0,0,0,0,1,0,1,1,1,0
1989-03-20,0.094649,0,0,1,0,0,0,1,0,0,1
1989-03-21,0.094649,0,1,0,1,1,1,1,0,0,1
1989-03-22,0.091935,0,0,0,0,0,0,0,1,1,1
1989-03-23,0.093292,0,0,1,0,0,1,1,0,1,1
1989-03-27,0.091596,0,0,0,0,0,0,0,1,0,1
1989-03-28,0.092275,0,0,1,0,0,1,1,0,1,1
1989-03-29,0.092953,0,0,0,1,0,1,1,0,0,1
1989-03-30,0.09431,0,0,1,1,1,1,1,0,1,1
1989-03-31,0.09668500000000001,0,1,1,1,1,1,1,0,0,1
1989-04-03,0.094989,1,1,0,0,1,0,1,1,1,0
1989-04-04,0.093632,0,0,1,0,1,0,1,1,0,0
1989-04-05,0.094989,0,0,1,1,1,1,1,0,1,1
1989-04-06,0.097703,1,1,1,1,1,1,1,0,1,1
1989-04-07,0.101434,1,1,1,1,1,1,1,0,1,0
1989-04-10,0.10041699999999999,1,1,0,1,1,0,1,1,1,0
1989-04-11,0.102452,1,1,1,1,1,1,1,0,1,0
1989-04-12,0.10448800000000001,1,1,0,1,1,1,1,1,1,1
1989-04-13,0.10448800000000001,1,1,0,0,1,1,1,1,0,0
1989-04-14,0.10516600000000001,1,1,1,1,1,1,1,0,0,0
1989-04-17,0.106523,1,1,1,1,1,0,1,0,1,0
1989-04-18,0.10889800000000001,1,1,1,1,1,0,1,1,1,1
1989-04-19,0.11093299999999999,1,1,0,0,1,0,1,1,1,1
1989-04-20,0.11059400000000001,1,1,0,0,1,0,1,1,0,0
1989-04-21,0.10889800000000001,1,1,0,0,0,0,1,1,0,0
1989-04-24,0.10889800000000001,1,1,1,0,0,0,1,1,1,0
1989-04-25,0.10855899999999999,1,1,0,0,0,0,0,1,0,0
1989-04-26,0.10787999999999999,1,1,0,0,0,0,0,1,0,0
1989-04-27,0.10686199999999998,1,1,0,0,0,0,0,1,0,0
1989-04-28,0.10584500000000001,1,0,0,0,0,0,0,1,0,0
1989-05-01,0.10584500000000001,0,0,1,0,0,0,0,1,0,0
1989-05-02,0.10821900000000001,0,0,1,1,0,1,0,0,0,1
1989-05-03,0.10923699999999999,0,1,0,1,1,1,1,0,0,1
1989-05-04,0.111272,0,1,1,1,1,1,1,0,1,1
1989-05-05,0.11262899999999999,1,1,0,1,1,0,1,1,1,0
1989-05-08,0.114665,1,1,1,1,1,0,1,0,1,0
1989-05-09,0.115343,1,1,0,1,1,0,1,0,1,0
1989-05-10,0.117379,1,1,1,1,1,0,1,0,1,0
1989-05-11,0.119075,1,1,0,1,1,0,1,1,1,0
1989-05-12,0.122128,1,1,1,1,1,0,1,0,1,1
1989-05-15,0.12484200000000001,1,1,0,1,1,0,1,1,1,1
1989-05-16,0.123146,1,1,0,0,1,0,1,1,0,0
1989-05-17,0.122807,1,1,1,0,0,0,1,1,0,0
1989-05-18,0.12145,1,1,0,0,0,0,0,1,0,0
1989-05-19,0.12416400000000001,1,1,1,1,0,0,1,0,0,1
1989-05-22,0.132981,1,1,0,1,1,0,1,0,0,1
1989-05-23,0.131536,1,1,0,0,0,0,0,1,0,0
1989-05-24,0.13804,1,1,1,1,1,0,1,0,1,0
1989-05-25,0.139486,1,1,0,0,1,0,1,1,0,0
1989-05-26,0.140208,1,1,0,1,1,0,1,0,0,0
1989-05-30,0.137317,1,1,0,0,0,0,0,1,0,0
1989-05-31,0.13804,1,1,1,0,0,0,0,0,1,0
1989-06-01,0.140931,1,1,1,1,0,0,1,0,1,1
1989-06-02,0.141654,1,1,0,1,1,0,1,0,1,1
1989-06-05,0.135872,1,1,0,0,0,0,0,1,0,0
1989-06-06,0.135149,1,0,1,0,0,0,0,1,0,0
1989-06-07,0.139486,1,0,1,1,0,1,0,0,1,1
1989-06-08,0.137679,1,1,0,0,0,0,0,1,0,1
1989-06-09,0.135872,0,0,0,0,0,0,0,1,0,0
1989-06-12,0.137317,0,0,1,0,0,1,0,0,0,1
1989-06-13,0.140208,0,1,1,1,0,1,0,0,1,1
1989-06-14,0.14346099999999998,1,1,1,1,1,1,1,0,1,1
1989-06-15,0.137317,1,1,0,0,0,0,0,1,0,0
1989-06-16,0.128645,0,0,0,0,0,0,0,1,0,1
1989-06-19,0.127199,0,0,1,0,0,0,0,1,0,1
1989-06-20,0.12430799999999999,0,0,0,0,0,0,0,0,1,1
1989-06-21,0.12286300000000001,0,0,1,0,0,0,0,1,0,1
1989-06-22,0.125031,0,0,1,0,0,1,0,0,1,1
1989-06-23,0.126838,0,0,0,1,0,1,0,0,1,1
1989-06-26,0.125754,0,0,0,1,0,0,0,1,0,1
1989-06-27,0.123224,0,0,0,0,0,0,0,1,0,0
1989-06-28,0.12069500000000001,0,0,0,1,0,0,0,0,0,0
1989-06-29,0.117443,0,0,0,0,0,0,0,0,0,1
1989-06-30,0.11924900000000001,0,0,1,1,1,1,0,0,1,1
1989-07-03,0.11780399999999999,0,0,0,1,1,0,0,1,1,1
1989-07-05,0.11708099999999999,0,0,1,0,1,0,0,1,1,0
1989-07-06,0.11924900000000001,0,0,1,1,1,1,0,0,1,1
1989-07-07,0.11924900000000001,0,0,0,1,1,0,1,0,0,1
1989-07-10,0.11708099999999999,0,0,0,0,1,0,0,1,0,0
1989-07-11,0.11491300000000002,0,0,0,0,0,0,0,1,0,0
1989-07-12,0.11563599999999999,0,0,1,0,0,1,0,0,1,0
1989-07-13,0.117443,0,0,1,1,1,1,1,0,1,1
1989-07-14,0.11780399999999999,0,0,0,1,1,1,1,0,1,1
1989-07-17,0.11780399999999999,1,0,0,1,1,0,1,0,0,1
1989-07-18,0.11346800000000001,0,0,0,0,0,0,0,1,0,1
1989-07-19,0.11708099999999999,0,0,1,1,1,1,1,0,1,1
1989-07-20,0.11563599999999999,0,1,0,1,1,0,1,1,0,1
1989-07-21,0.11563599999999999,0,0,1,1,1,0,1,0,1,0
1989-07-24,0.11346800000000001,0,0,0,0,0,0,0,1,1,0
1989-07-25,0.112022,0,0,1,0,0,0,0,0,1,1
1989-07-26,0.110577,0,0,0,0,0,0,0,1,0,1
1989-07-27,0.11346800000000001,0,0,1,1,0,1,1,0,0,1
1989-07-28,0.113829,0,0,0,1,1,1,1,0,0,1
1989-07-31,0.11491300000000002,0,0,1,1,1,1,1,0,1,1
1989-08-01,0.115274,0,1,0,1,1,1,1,0,1,1
1989-08-02,0.11708099999999999,1,1,1,1,1,1,1,0,0,1
1989-08-03,0.11924900000000001,0,1,1,1,1,1,1,0,1,0
1989-08-04,0.12358599999999999,1,1,1,1,1,1,1,0,1,0
1989-08-07,0.126476,1,1,0,1,1,1,1,1,1,0
1989-08-08,0.12756099999999998,1,1,0,1,1,1,1,1,1,0
1989-08-09,0.127199,1,1,0,0,1,0,1,1,1,0
1989-08-10,0.125031,1,1,0,0,0,0,1,1,0,0
1989-08-11,0.121056,1,1,0,0,0,0,0,1,0,0
1989-08-14,0.11780399999999999,1,0,1,0,0,0,0,1,0,0
1989-08-15,0.119611,1,0,1,0,0,1,0,0,1,0
1989-08-16,0.11672,1,0,0,0,0,0,0,1,0,0
1989-08-17,0.118527,0,0,1,0,0,1,0,0,0,1
1989-08-18,0.12214000000000001,1,1,1,1,0,1,1,0,0,1
1989-08-21,0.13080899999999998,0,1,0,1,0,0,1,0,0,1
1989-08-22,0.132744,0,1,1,1,1,1,1,0,0,1
1989-08-23,0.135453,0,1,1,1,1,1,1,0,1,1
1989-08-24,0.136614,0,1,0,1,1,1,1,0,1,1
1989-08-25,0.138549,0,1,1,1,1,1,1,0,1,0
1989-08-28,0.138549,1,1,0,1,1,0,1,0,1,0
1989-08-29,0.136614,1,1,0,0,1,0,1,1,0,0
1989-08-30,0.137775,1,1,1,1,1,1,1,0,1,0
1989-08-31,0.137775,1,1,0,0,1,0,1,1,0,1
1989-09-01,0.13816199999999998,1,1,1,1,1,1,1,0,0,0
1989-09-05,0.138549,1,1,0,0,1,1,1,1,1,1
1989-09-06,0.138549,1,1,0,0,0,1,1,1,0,0
1989-09-07,0.138549,1,1,0,0,0,0,0,1,0,0
1989-09-08,0.139323,1,1,1,1,0,1,1,0,0,0
1989-09-11,0.141645,1,1,1,1,1,1,1,0,0,0
1989-09-12,0.14241900000000002,1,1,0,0,0,0,1,1,1,0
1989-09-13,0.139323,1,1,0,0,0,0,0,1,1,0
1989-09-14,0.138549,1,1,1,0,0,0,0,1,0,0
1989-09-15,0.139323,1,1,1,0,0,1,0,0,1,0
1989-09-18,0.136227,0,0,0,0,0,0,0,1,0,0
1989-09-19,0.133905,0,0,1,0,0,0,0,0,0,1
1989-09-20,0.13816199999999998,0,0,1,1,0,1,0,0,1,1
1989-09-21,0.138549,1,1,0,1,0,1,0,0,1,1
1989-09-22,0.13893599999999998,0,1,0,1,1,1,0,0,1,0
1989-09-25,0.140097,0,1,1,1,1,1,1,0,1,1
1989-09-26,0.140097,0,1,0,1,1,0,1,0,0,1
1989-09-27,0.138549,0,0,0,1,1,0,0,1,1,0
1989-09-28,0.140871,0,1,1,1,1,1,1,0,1,1
1989-09-29,0.137775,1,1,0,0,1,0,0,1,0,0
1989-10-02,0.137388,1,0,1,0,0,0,0,1,0,0
1989-10-03,0.13506600000000002,0,0,0,0,0,0,0,1,0,1
1989-10-04,0.137001,0,0,1,1,0,1,0,0,1,1
1989-10-05,0.140871,0,0,1,1,1,1,1,0,1,1
1989-10-06,0.148999,1,1,1,1,1,1,1,0,1,0
1989-10-09,0.153256,1,1,0,1,1,0,1,1,1,0
1989-10-10,0.153256,1,1,0,1,1,0,1,1,0,0
1989-10-11,0.151321,1,1,0,0,1,0,1,1,0,0
1989-10-12,0.15093399999999998,1,1,1,0,1,0,1,1,0,0
1989-10-13,0.141645,1,1,0,0,0,0,0,1,0,0
1989-10-16,0.144742,1,0,1,0,0,1,0,0,1,0
1989-10-17,0.14629,1,0,0,0,0,1,0,0,1,1
1989-10-18,0.149386,1,0,1,1,0,1,1,0,0,1
1989-10-19,0.15093399999999998,1,1,0,1,1,1,1,0,0,1
1989-10-20,0.148612,1,1,0,1,1,0,0,1,0,0
1989-10-23,0.144742,0,1,0,0,0,0,0,1,0,0
1989-10-24,0.147451,0,0,1,1,1,1,0,0,1,1
1989-10-25,0.143968,0,1,0,0,0,0,0,1,1,0
1989-10-26,0.140097,0,0,0,0,0,0,0,1,0,0
1989-10-27,0.140097,0,0,1,0,0,0,0,0,1,1
1989-10-30,0.141645,1,0,1,0,0,1,0,1,0,1
1989-10-31,0.143968,0,0,1,1,0,1,0,0,0,1
1989-11-01,0.142806,0,0,0,0,0,0,0,1,0,1
1989-11-02,0.136227,0,0,0,0,0,0,0,1,0,1
1989-11-03,0.133905,0,0,1,0,0,0,0,1,1,1
1989-11-06,0.133905,0,0,1,0,0,0,0,0,1,1
1989-11-07,0.136227,0,0,1,1,0,1,0,0,0,1
1989-11-08,0.139323,0,0,1,1,1,1,1,0,1,1
1989-11-09,0.14241900000000002,0,1,0,1,1,1,1,0,1,1
1989-11-10,0.144742,1,1,0,1,1,1,1,0,1,1
1989-11-13,0.143968,1,1,0,1,1,0,1,1,0,0
1989-11-14,0.138549,1,1,0,0,1,0,0,1,0,0
1989-11-15,0.137001,0,0,1,0,0,0,0,1,0,0
1989-11-16,0.138549,0,0,1,0,0,1,0,0,1,0
1989-11-17,0.14879,1,0,0,0,0,0,0,0,1,1
1989-11-20,0.150453,1,0,1,0,0,1,1,0,1,1
1989-11-21,0.150453,1,1,0,0,0,0,1,1,0,1
1989-11-22,0.14879,1,1,0,0,0,0,0,1,0,0
1989-11-24,0.14879,0,0,1,0,0,0,0,0,0,0
1989-11-27,0.146296,0,0,0,0,0,0,0,1,0,0
1989-11-28,0.14671199999999998,0,0,1,1,0,1,0,0,1,1
1989-11-29,0.146296,0,0,0,1,0,0,0,0,0,1
1989-11-30,0.147128,0,0,1,1,1,1,0,0,1,1
1989-12-01,0.146296,1,1,0,1,1,0,0,1,0,1
1989-12-04,0.150453,0,0,1,1,1,1,1,0,1,1
1989-12-05,0.149621,1,1,0,1,1,0,1,1,0,1
1989-12-06,0.14214000000000002,0,1,0,0,1,0,0,1,0,1
1989-12-07,0.14214000000000002,0,0,1,0,0,0,0,0,1,1
1989-12-08,0.13881500000000002,0,0,0,0,0,0,0,1,0,1
1989-12-11,0.130503,0,0,0,0,0,1,0,1,0,1
1989-12-12,0.119697,0,0,0,0,0,1,0,1,0,1
1989-12-13,0.119697,0,0,1,0,0,1,0,0,1,1
1989-12-14,0.11595699999999999,0,0,0,0,0,1,0,1,0,1
1989-12-15,0.11221600000000001,0,0,0,0,0,1,0,0,0,1
1989-12-18,0.115541,0,0,1,1,0,1,0,0,1,1
1989-12-19,0.116372,0,0,0,1,0,1,0,0,1,1
1989-12-20,0.11886600000000001,0,0,1,1,1,1,1,0,1,1
1989-12-21,0.120528,0,0,0,1,1,1,1,0,1,1
1989-12-22,0.12136,0,0,0,1,1,1,1,0,1,1
1989-12-26,0.11803499999999999,0,0,0,1,1,0,1,1,1,0
1989-12-27,0.11678800000000002,0,0,1,1,1,1,1,0,1,0
1989-12-28,0.115125,0,0,0,0,1,1,1,1,0,0
1989-12-29,0.117203,0,0,1,0,1,1,1,0,1,1
1990-01-02,0.12385299999999999,1,0,1,1,1,1,1,0,1,1
1990-01-03,0.12468399999999999,1,1,0,1,1,1,1,1,0,0
1990-01-04,0.1251,1,1,0,1,1,1,1,1,0,0
1990-01-05,0.12551600000000002,1,1,0,1,1,1,1,0,0,0
1990-01-08,0.12634700000000001,1,1,1,1,1,1,1,0,0,0
1990-01-09,0.1251,1,1,0,0,1,0,1,1,0,0
1990-01-10,0.119697,1,1,0,0,0,0,0,1,0,0
1990-01-11,0.11470999999999999,1,0,1,0,0,0,0,1,1,0
1990-01-12,0.11470999999999999,0,0,1,0,0,0,0,0,1,0
1990-01-15,0.113878,0,0,0,0,0,0,0,1,0,1
1990-01-16,0.11595699999999999,0,0,1,1,0,1,1,0,1,1
1990-01-17,0.110554,0,0,0,0,0,0,0,1,0,1
1990-01-18,0.107644,0,0,1,0,0,1,0,1,0,0
1990-01-19,0.113878,0,0,1,1,0,1,1,0,1,1
1990-01-22,0.110554,0,0,0,0,0,0,0,1,0,0
1990-01-23,0.11221600000000001,0,0,1,1,1,1,1,0,1,1
1990-01-24,0.11304700000000001,0,0,0,1,1,1,1,0,1,0
1990-01-25,0.11346300000000001,0,1,0,1,1,1,1,0,1,1
1990-01-26,0.108891,0,0,0,0,1,0,0,1,0,0
1990-01-29,0.110554,0,0,1,1,1,1,1,0,1,1
1990-01-30,0.11304700000000001,0,0,1,1,1,1,1,0,0,1
1990-01-31,0.11304700000000001,0,1,0,1,1,0,1,0,1,1
1990-02-01,0.1118,1,1,0,1,1,0,1,1,1,0
1990-02-02,0.113878,0,0,1,1,1,1,1,0,0,1
1990-02-05,0.116372,1,1,1,1,1,1,1,0,1,0
1990-02-06,0.115541,1,1,0,1,1,0,1,1,0,0
1990-02-07,0.110554,1,0,0,0,0,0,0,1,0,0
1990-02-08,0.109722,0,0,1,0,0,0,0,1,0,0
1990-02-09,0.113878,0,0,1,1,0,1,1,0,1,1
1990-02-12,0.11304700000000001,1,1,0,1,0,0,1,1,0,1
1990-02-13,0.11470999999999999,1,1,1,1,1,1,1,0,0,1
1990-02-14,0.113878,0,1,0,1,1,0,1,1,0,0
1990-02-15,0.113878,0,0,1,1,1,0,1,0,1,0
1990-02-16,0.123304,1,1,0,0,0,0,1,1,0,1
1990-02-20,0.12239100000000001,0,0,1,0,0,0,0,1,0,0
1990-02-21,0.12421800000000001,0,0,1,1,0,1,1,0,1,1
1990-02-22,0.120564,1,1,0,0,0,0,0,1,1,0
1990-02-23,0.121478,0,0,1,0,0,1,0,0,1,0
1990-02-26,0.12421800000000001,0,0,1,1,0,1,1,0,0,1
1990-02-27,0.12239100000000001,0,1,0,0,0,0,1,1,1,1
1990-02-28,0.12421800000000001,0,0,1,1,1,1,1,0,1,1
1990-03-01,0.125131,0,0,0,1,1,1,1,0,1,1
1990-03-02,0.123304,0,0,0,0,1,0,1,1,0,0
1990-03-05,0.12604400000000002,0,0,1,1,1,1,1,0,1,1
1990-03-06,0.12878499999999998,1,1,0,1,1,1,1,0,1,0
1990-03-07,0.129241,1,1,0,1,1,1,1,1,1,0
1990-03-08,0.134265,1,1,1,1,1,1,1,0,1,0
1990-03-09,0.134721,1,1,0,1,1,1,1,1,1,0
1990-03-12,0.13380799999999998,1,1,0,0,1,0,1,1,0,0
1990-03-13,0.134721,1,1,1,1,1,1,1,0,1,0
1990-03-14,0.135178,1,1,0,1,1,1,1,0,0,0
1990-03-15,0.134265,1,1,0,0,0,0,1,1,0,0
1990-03-16,0.147052,1,1,1,1,1,0,1,0,1,0
1990-03-19,0.154816,1,1,0,1,1,0,1,0,1,0
1990-03-20,0.151162,1,1,0,0,1,0,1,1,0,0
1990-03-21,0.152075,1,1,1,0,0,0,1,0,0,0
1990-03-22,0.14887899999999998,1,1,0,0,0,0,1,1,0,0
1990-03-23,0.154359,1,1,1,1,0,0,1,0,0,1
1990-03-26,0.154359,1,1,0,1,1,0,1,1,1,1
1990-03-27,0.153446,1,1,0,0,0,0,1,1,0,0
1990-03-28,0.150705,1,1,0,0,0,0,0,1,0,0
1990-03-29,0.150249,1,1,1,0,0,0,0,1,1,0
1990-03-30,0.147052,0,0,0,0,0,0,0,1,0,1
1990-04-02,0.147052,0,0,1,0,0,0,0,0,0,1
1990-04-03,0.152532,0,0,1,1,0,1,0,0,1,1
1990-04-04,0.150705,1,1,0,1,0,0,0,1,0,1
1990-04-05,0.147052,0,1,0,0,0,0,0,1,1,0
1990-04-06,0.145682,0,0,1,0,0,0,0,1,0,1
1990-04-09,0.150249,0,0,1,1,1,1,0,0,1,1
