Id,Title,Description,URL,Timestamp
56,Bharat Bandh today LIVE updates: Rahul Gandhi leads Congress-Opposition march against hike in fuel prices from Rajghat to Ramlila Maidan,"Bharat Bandh today LIVE updates: After his arrival at the Rajghat, the Congress president, along with other Opposition leaders, is now marching towards the Ramlila Maidan. The Bharat bandh has been called by the party to protest against the skyrocketing fuel …",https://www.firstpost.com/india/bharat-bandh-today-live-updates-schools-colleges-shut-in-karnataka-gujarat-shiv-sena-says-will-view-strike-neutrally-wont-participate-5149371.html,2018-09-10T03:40:12Z
57,Privacy Up-Settings: When 'private' becomes a selling point,"Even before and Amazon, companies collected personal data to better profile, target and sell everything from diapers to retirement homes. As technology advanced and “dorks” in American dorms created dopamine-dispensers as social networks, it accelerated the s…",https://cio.economictimes.indiatimes.com/news/internet/privacy-up-settings-when-private-becomes-a-selling-point/65747756,2018-09-10T03:30:00Z
58,"Rahul Gandhi returns from Kailash Mansarovar Yatra, joins Bharat Bandh protests",Congress president Rahul Gandhi returned to New Delhi after completing his Kailash Mansarovar Yatra and took part in the Congress-led nationwide protest over rising petrol and diesel prices in the country.,https://www.indiatoday.in/india/story/rahul-gandhi-returns-from-kailash-mansarovar-yatra-joins-bharat-bandh-protests-1336288-2018-09-10,2018-09-10T03:30:00Z
59,"Bharat Bandh today LIVE updates: Rahul Gandhi reaches Rajghat; Sonia, Manmohan Singh likely to join protests later, say reports",Bharat Bandh today LIVE updates: Congress president Rahul Gandhi has reportedly joined the protests at Rajghat. Reports also suggested that UPA chairperson Sonia Gandhi and former prime minister Manmohan Singh will also join the stir later. The post Bharat Ba…,https://www.firstpost.com/india/bharat-bandh-today-live-updates-rahul-gandhi-reaches-rajghat-sonia-manmohan-singh-likely-to-join-protests-later-say-reports-5149371.html,2018-09-10T03:25:12Z
60,Bharat Bandh today LIVE updates: Strike affects passengers stranded at Bhubaneswar’s Baramunda bus stand; 5 ‘miscreants’ detained in Bengal,Bharat Bandh today LIVE updates: Hundreds of passengers are stranded at Bhubaneswar's Baramunda bus stand. Several running trucks and buses were stopped by Congress party workers on their way on the roads to mark the Bharat bandh on Monday in Odisha. The post…,https://www.firstpost.com/india/bharat-bandh-today-live-updates-strike-affects-passengers-stranded-at-bhubaneswars-baramunda-bus-stand-5-miscreants-detained-in-bengal-5149371.html,2018-09-10T03:16:12Z
61,"See no challenge from Oppn, have started our journey with confidence of victory: PM Modi at BJP meet","In his concluding address at the party#39;s two-day national executive meeting, Modi also heaped scorn on Congress president Rahul Gandhi, saying his party#39;s leadership is not acceptable to any ally, is seen as a burden by some others and is not acceptable…",https://www.moneycontrol.com/news/india/see-no-challenge-from-oppn-have-started-our-journey-with-confidence-of-victory-pm-modi-at-bjp-meet-2934901.html,2018-09-10T03:10:05Z
62,Berra e i veterani rimasti alla Pro: sono loro la chiave per la riscossa,"La Pro Vercelli a breve, questa sera forse o domani, conoscerà il suo destino: se serie B o C. Fosse la prima ipotesi il tecnico Vito Grieco non ha dubbi: «In caso di ripescaggio servirebbero un bel po’ di giocatori per rinforzare la squadra, almeno 7-8 eleme…",http://www.lastampa.it/2018/09/10/vercelli/berra-e-i-veterani-rimasti-alla-pro-sono-loro-la-chiave-per-la-riscossa-GhSfpQPHi1OBRvT4DbU5ZL/pagina.html,2018-09-10T03:00:00Z
63,"Centre Increased Excise Duty On Petrol, Diesel 12 Times, Says Congress",Congress leaders Sunday urged the people of Gujarat to make Monday's Bharat Bandh a success and accused the centre of revising excise duty on petrol and diesel twelve times leading to a sharp spike in their prices.,https://www.ndtv.com/india-news/centre-increased-excise-duty-on-petrol-diesel-12-times-says-congress-1913944,2018-09-10T02:56:40Z
64,"Bharat Bandh today LIVE updates: Singhvi, Gehlot, Surjewala protest against hike in fuel prices at Rajghat, say Modi govt all about ‘jumlas’","Bharat Bandh today LIVE updates: Top Congress leaders such as Randeep Singh Surjewala, Ashok Gehlot, and Abhishek Manu Singhvi led the Bharat bandh at Rajghat in New Delhi and said the Narendra Modi government was ""all about jumlas"". The post Bharat Bandh tod…",https://www.firstpost.com/india/bharat-bandh-today-live-updates-singhvi-gehlot-surjewala-protest-against-hike-in-fuel-prices-at-rajghat-say-modi-govt-all-about-jumlas-5149371.html,2018-09-10T02:55:12Z
65,"BJP projects LS polls as battle between #39;daydreaming#39; opposition, its alliance","The political resolution passed by the national executive of the Bharatiya Janata Party (BJP) said while the prime minister is building an India of ""no poverty, casteism, corruption and communalism"", the sole agenda of the ""frustrated"" opposition was ""roko Mo…",https://www.moneycontrol.com/news/politics/bjp-projects-ls-polls-as-battle-between-daydreaming-opposition-its-alliance-2934891.html,2018-09-10T02:55:05Z
66,"Bharat Bandh today LIVE updates: Nearly 15,000 policemen deployed in West Bengal; transport unions strike in Tamil Nadu","Bharat Bandh today LIVE updates: In view of the Bharat bandh, nearly 15,000 policemen have been deployed across West Bengal. The state government issued a circular saying that government employees' one day's salary will be deducted if they failed to turn up a…",https://www.firstpost.com/india/bharat-bandh-today-live-updates-nearly-15000-policemen-deployed-in-west-bengal-transport-unions-strike-in-tamil-nadu-5149371.html,2018-09-10T02:39:12Z
67,"Mum on burning issues, BJP talks about work for poor, rural people",BJP’s political resolution focused on painting a rosy picture about the Modi government’s work for the poor and the rural people.,https://economictimes.indiatimes.com/news/politics-and-nation/mum-on-burning-issues-bjp-talks-about-work-for-poor-rural-people/articleshow/65747829.cms,2018-09-10T02:36:16Z
